Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,pet,aspect,avg_precip,elevation_x,land_use,slope,soil_carbon,soil_clay,soil_ph,veg_index,elevation_y,evaporation,evi,ndvi,pop_density_3km,precip_30d_max,precip_30d_sum,precip_7d_sum,rainy_days_30d,row_index,runoff,soil_moist_deep_avg,soil_moist_top,temp_2m,ag_pct,urban_pct,forest_pct,water_pct,bare_pct,grass_pct,soil_cec,soil_soc,twi,human_mod,evi_index
-28.141944,26.417778,2011-01-04,14391.0,9840.0,13799.5,11265.0,0.020982245792022,-0.1674950823832984,93.8,21.0,1.094818115234375,1269.0,20.0,3.0,2.0,28.0,70.0,4399.686956521739,1270,-0.0033346191048622,2690.0,4851.0,0.0292912105831611,21.0517578125,145.10117292404175,52.41408967971802,13,10,6.856024265289307e-05,0.2246676550971137,0.3825461069742839,294.5720971425374,66.08070621158691,0.1473941907569836,1.5452602430070017,0.0226760293472282,0.2947883815139673,26.4524774895946,199.31772151898733,136.70000000000005,5.75730461006071,0.26675707424366024,2037.6665189873424
-27.398611,26.614722,2011-01-04,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,100.9,214.0,1.1407641172409058,1257.0,10.0,6.0,2.0,30.0,68.0,4486.834782608696,1256,-0.0040582790970802,2734.0,4927.0,1.2279447100716678,24.930265426635746,158.45866060256958,50.50799417495728,14,11,5.145370960235596e-05,0.2082674238416883,0.3549874623616536,295.0484968821208,25.79550511295416,10.15298123593725,2.328025936792945,0.0,1.35588864942979,59.19427435088627,159.79266347687405,136.52870813397132,4.54321626449624,0.6120051953316187,2123.87558042035
-33.501667,21.624167,2011-01-04,,,,,,,100.200005,0.0,0.7769759297370911,240.0,10.0,0.0,3.0,19.0,71.0,4976.365217391304,242,-0.0041034836322069,2485.5,4159.0,0.0183819878361464,8.456515312194824,19.097772121429443,4.043185710906982,3,12,2.086162567138672e-07,0.160432391696506,0.247140884399414,298.0101668039958,0.2787734807791363,0.1660867645667554,3.3716454152694726,0.5083095941386092,0.4503263920278356,1.4634977031672127,219.20480404551202,305.4905183312263,4.569270717697057,0.10432319291755464,2160.2871516517343
-32.502778,19.535833,2011-01-04,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,119.9,158.0,0.5432991981506348,383.0,30.0,3.0,1.0,18.0,75.0,2574.6260869565217,383,-0.0005320329219102,1183.0,1650.0,0.0004866049127995,13.31855010986328,16.700103998184204,3.381553888320923,2,13,9.074807167053224e-06,0.1475134955512152,0.0307718912760416,302.1237735748291,0.303633911059929,0.0,0.9109017331797872,0.0325322047564209,41.97207248430375,44.920680956455314,171.22691459186893,137.65616136148762,5.602217292075234,0.11676894841915872,1115.5560120034531
-25.45963889,28.26430556,2011-01-04,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,103.6,20.0,1.4932794570922852,1098.0,60.0,3.0,3.0,23.0,64.0,4708.365217391304,1100,-0.0034248167648911,3557.0,6096.0,0.108130797202322,34.687164306640625,127.20767211914062,27.47514533996582,12,14,4.073977470397949e-05,0.2018896738688151,0.2831439971923828,296.0240014394124,11.017552198361283,3.125505070164632,3.7980821105798057,0.0348285003667236,2.6932674460055805,56.60701204701893,197.41265344664782,166.9002203336481,2.4660018200356664,0.5492403677397641,2414.952865021691
-27.495556,26.074722,2011-01-04,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,99.700005,294.0,1.034447193145752,1253.0,30.0,2.0,1.0,22.0,73.0,3493.6608695652176,1253,-0.0034006163477897,3042.0,4713.5,0.0231233670761229,20.860864639282227,148.3441755771637,58.74114370346069,12,15,6.446242332458496e-05,0.2196144527859158,0.3864892323811849,294.7310326894124,49.81392935577514,0.0769777833439936,0.3535789525475129,0.0969267033738723,0.0684346359769379,48.23496786255819,177.77693761814743,123.45053560176433,3.6043047794516165,0.3304667289837697,1868.9558669625485
-26.648056,27.089444,2011-01-05,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,83.5,90.0,1.3649344444274902,1357.0,40.0,1.0,2.0,22.0,62.0,4729.817391304347,1357,-0.0032311538234353,4461.0,7644.0,0.1945615947780754,25.71406364440918,227.519415140152,42.84011650085449,15,16,0.0024135261774063,0.2345449659559461,0.3830617268880208,292.584758122762,10.68271564766634,5.291918333352863,4.818209596398895,0.8389390294356508,1.1873589937959526,74.76832844046123,209.55331230283906,145.71545741324923,1.7601494899990244,0.3694340858079657,2576.1877081333155
-26.970278,27.211111,2011-01-05,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,82.1,,,,,,,,,,1326,-0.0032440610229969,3335.0,5895.0,0.0388002367165248,31.16288375854492,193.3668918609619,54.40311908721924,11,17,0.0040166825056076,0.2463285658094618,0.3999265034993489,292.869426091512,7.949435601801544,0.0572981688853416,4.27938677027973,3.3090478976740085,0.3896275484203231,57.59000755886432,206.51807980049875,337.1003167898627,5.267460969956325,0.21525000408644934,2166.209643519473
-27.38972222,26.46388889,2011-01-05,11481.0,11597.0,8583.0,8196.5,0.1444377990430615,0.1493557978196226,83.200005,0.0,1.1865438222885132,1249.0,80.0,0.0,2.0,23.0,70.0,3285.608695652174,1251,-0.0034830421209335,3694.0,5216.0,0.0490184564244062,27.52022361755371,176.50967597961426,67.86707544326782,15,18,8.729100227355957e-05,0.2134924994574652,0.3892078399658203,294.0846767425537,45.36605283646681,0.3881676472339584,5.6219390384277,4.095280606705584,0.3343524786093658,40.84271330528557,171.0642325895876,314.39140811455854,6.384683552397687,0.4000219980913244,1931.0266792809834
-27.044444,27.005,2011-01-05,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,82.4,323.0,1.2709263563156128,1311.0,30.0,3.0,2.0,23.0,64.0,4551.147826086956,1310,-0.0031534638255834,4134.0,7017.0,0.0231309699458709,25.27916145324707,187.3643660545349,42.36305522918701,16,19,0.0016013085842132,0.2282496558295356,0.3766676584879557,293.4320074717204,39.471963439477165,0.2471859247735625,1.3750615270197923,0.0458084380939378,0.2890422623260626,57.2883021416792,159.00853080568726,155.41800947867299,4.985244499920462,0.3949033593020357,2343.128662682877
-30.830556,26.921389,2011-01-06,5266.5,4491.0,3672.5,3764.5,0.1783197225640432,0.1002633674281852,57.0,237.0,1.3340686559677124,1328.0,20.0,5.0,2.0,25.0,70.0,3651.495652173913,1329,-0.0045751566067337,2395.0,4009.0,0.0080230887477397,38.99576187133789,107.94148445129396,73.3541145324707,7,20,3.0249357223510742e-06,0.2522926330566406,0.3533395131429036,292.3548069000244,4.408120002286152,0.0220821664423811,1.1776722452280868,0.7728758254833394,0.2111228305353928,91.22103988818628,192.35364698452796,194.72497631828233,3.209101772815935,0.21989392234411828,1701.7955327356842
-27.00222,28.76528,2011-01-06,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,70.0,159.0,1.5689311027526855,1497.0,60.0,3.0,2.0,27.0,69.0,3802.8434782608697,1502,-0.0042439242824912,1028.0,1583.0,0.002565612542619,22.18486213684082,245.3090534210205,54.04722309112549,20,21,6.80387020111084e-05,0.3818185594346788,0.4472846984863281,289.7816460927328,45.10582569198904,0.0572820026686674,0.0229128010674669,1.778392779322769,0.3460731502405842,52.68951357471144,197.32595637053424,178.169459374012,4.447248443970374,0.3544163243786805,2103.6247591032175
-27.02314,28.59389,2011-01-06,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,72.4,118.0,1.5072132349014282,1493.0,50.0,6.0,2.0,29.0,65.0,4170.504347826087,1493,-0.0041867736726999,3807.0,5526.0,2.3364755523128125,28.320894241333008,265.05523681640625,74.04201316833496,20,22,4.795193672180176e-05,0.3774125840928819,0.4351253509521484,289.9540907541911,30.30411653121278,5.742696473258023,0.1603615816772743,1.9200267359141212,1.3194119715984818,60.55338670633931,191.65567010309277,170.07147766323024,1.7378320074171831,0.5318441786851765,2162.5479851370437
-30.679722,26.7125,2011-01-06,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,59.8,0.0,1.3157624006271362,1298.0,80.0,0.0,3.0,31.0,71.0,3808.182608695652,1298,-0.0046995589509606,3626.0,5676.0,3.8336632790637584,23.73698234558105,110.6409387588501,53.88007068634033,10,23,6.22868537902832e-06,0.2610321044921875,0.357950210571289,292.6250705718994,9.863812234001497,7.143743055959105,3.488477987661398,3.643209215875217,1.5813115206246149,69.13979324646759,202.868789363191,211.13750874737573,3.432224295017259,0.58921011768733,2319.5555198726393
-30.160091,27.40124,2011-01-06,14158.0,10060.0,12037.5,10023.5,0.0809490179610998,-0.0894897612852128,57.4,57.0,1.7771769762039185,1417.0,30.0,5.0,2.0,21.0,66.0,3951.060869565217,1416,-0.0045760702341794,2085.0,3674.0,0.6724423890304121,46.0013542175293,244.3977108001709,77.72659873962402,12,24,9.641051292419434e-06,0.3234744601779514,0.3859577178955078,291.0785210927328,17.16225689890902,1.2491629230726309,0.2353406903094395,1.3299931638717604,0.8427882334886582,78.50007150032087,224.1541614123582,203.88587641866332,1.568676914290704,0.48416259110650395,1893.492011623444
-32.595833,19.009444,2011-01-06,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324,52.7,0.0,0.6411294937133789,157.0,20.0,1.0,3.0,21.0,69.0,5091.078260869565,157,-0.001888875849545,2986.0,4556.0,2.3079577628753523,12.148451805114746,12.148451805114746,0.0,1,25,6.109476089477539e-07,0.1804328494601779,0.1448040008544922,305.50015195210773,24.334463783741988,2.534910781081332,7.0199653430498525,1.0616293014785063,1.5057803357705348,10.52181267999162,182.66630630630627,344.98666666666674,4.139151238133887,0.7357538563950445,2761.058235930884
-25.99136,27.84208,2011-01-10,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,173.2,20.0,1.731980800628662,1364.0,10.0,3.0,3.0,26.0,62.0,4603.304347826087,1365,-0.0045059062540531,4609.0,6127.0,0.7040126240884197,65.6044692993164,211.36957120895383,45.56147384643555,15,26,5.394220352172852e-06,0.2554755740695529,0.3725414276123047,292.17817878723145,2.348717544291416,3.085680305916596,8.234131165774468,0.5316465678882752,2.800005257544916,80.58343338531958,196.36714060031596,191.98736176935228,1.6014532565487123,0.5166011037702244,2536.22275705749
-26.73806,27.59194,2011-01-10,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,179.40001,0.0,1.521177053451538,1417.0,80.0,1.0,5.0,25.0,68.0,4220.252173913043,1420,-0.004821253940463,4235.0,6098.0,0.3400692725436826,42.1567497253418,200.4503231048584,31.02022933959961,10,27,7.778406143188477e-06,0.2786583370632595,0.3822015126546224,292.71252123514813,13.94855892765952,0.654541622722839,8.807784069262976,3.831826709261032,0.5628112281245299,65.24678943618906,233.78475798146243,288.56493993994,1.9813729037335246,0.5024579509909584,1959.2823250524127
-26.45,28.085833,2011-01-10,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,172.90001,253.0,1.5644408464431765,1476.0,30.0,3.0,6.0,29.0,64.0,4695.721739130435,1477,-0.0045151617377996,4651.0,4817.0,0.7464096131048672,47.03375625610352,215.59533405303955,56.65892601013184,16,28,8.672475814819336e-06,0.2803675333658854,0.3813438415527344,292.10054206848145,21.207520422927857,4.631123210242729,2.330572654608168,0.3914159369942238,3.049974379637344,68.21770310627144,217.20959595959602,179.98074494949498,6.7159540451965,0.6580240900505976,2510.0541776460254
-30.86013889,29.07125,2011-01-10,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,138.0,49.0,2.2111473083496094,825.0,80.0,1.0,3.0,26.0,71.0,4287.6,825,-0.00226441770792,3208.0,6033.0,0.3177878345572005,46.797698974609375,190.5687973499298,0.0,15,29,6.705522537231445e-05,0.2525732252332899,0.3042914072672526,290.81562995910645,7.852934938340542,0.7804715466157638,14.029788725993065,1.5402095858925582,1.7027447008358332,37.228765468971154,188.95745351402456,251.7715096123542,1.7712679544741383,0.33164468900735844,2352.2286274133658
-27.356667,27.286389,2011-01-10,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,185.8,180.0,1.4019638299942017,1361.0,10.0,5.0,2.0,26.0,65.0,4588.521739130435,1360,-0.0049062166363,3706.0,6917.0,0.0170749885121548,32.06743240356445,228.3071756362915,9.342313766479492,15,30,5.266070365905762e-05,0.3484361436631945,0.4531091054280599,293.4232145945232,45.2816601161537,0.1256211641879812,0.8108275143042425,0.3892688624320616,0.3197629633875886,52.89345175609876,179.34047919293818,149.78783102143757,4.524309019708488,0.22201736185882914,2208.3155957015183
-27.01011111,26.69808333,2011-01-11,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,191.7,,,,,,,,,,1291,-0.0050111506134271,2723.0,5302.0,0.9534521290653448,21.44793701171875,147.77312755584717,17.820642471313477,15,31,1.2516975402832031e-06,0.2064374287923177,0.3056863149007161,294.6914183298747,33.09086138936783,4.888358381679471,5.075019250103999,2.4824772390543948,0.7025277161065643,50.714387756844005,176.26247288503254,201.41973039215682,4.674337749922917,0.49964452845413737,2034.9743553815513
-25.73411,27.21422,2011-01-11,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,182.5,142.0,1.8366038799285889,1450.0,30.0,15.0,2.0,25.0,64.0,3662.991304347826,1444,-0.0046824850142002,3065.0,5379.0,0.1305895726498716,28.93528175354004,200.1718201637268,32.460222244262695,11,32,1.2367963790893557e-06,0.2190015580919053,0.2939949035644531,294.9369424184163,0.3284943403768236,4.772297825178507,29.42345427787569,0.0,0.2745326041534184,48.12074165591672,191.50299212598426,217.9496062992126,-1.0410571590278144,0.296703536670039,2135.3693666552554
-26.98472222,26.63227778,2011-01-11,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,192.0,270.0,1.1814368963241575,1289.0,30.0,5.0,2.0,27.0,68.0,3732.991304347826,1287,-0.0050381179898977,2907.0,5186.0,12.28301547427429,30.98256492614746,153.30184030532837,25.448220252990723,14,33,1.341104507446289e-06,0.2106261783175998,0.318874994913737,294.654390335083,25.407993385651988,15.599301718966592,5.447670486842076,1.7767073398143758,1.7889295046203828,46.310366597542526,179.5219450584149,118.49731607199243,4.548189429672393,0.5225306878546868,1926.6556582144672
-27.398611,26.614722,2011-01-11,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,197.40001,214.0,1.1407641172409058,1257.0,10.0,6.0,2.0,30.0,68.0,4486.834782608696,1256,-0.0051078181713819,2903.0,5115.0,1.2279447100716678,18.75760841369629,131.39032459259033,9.378804206848145,12,34,8.195638656616211e-07,0.2072018517388238,0.3255062103271484,294.9003213246663,25.79550511295416,10.15298123593725,2.328025936792945,0.0,1.35588864942979,59.19427435088627,159.79266347687405,136.52870813397132,4.54321626449624,0.6120051953316187,2123.87558042035
-27.671111,27.236944,2011-01-11,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,192.1,102.0,1.3164290189743042,1343.0,30.0,4.0,2.0,28.0,68.0,4221.4,1345,-0.005018213763833,3208.0,5884.0,3.3991282097402435,26.83738899230957,181.881432056427,21.38955783843994,14,35,1.6540288925170898e-06,0.3509031931559245,0.4142341613769531,293.7758909861247,10.234559383380116,17.94244196301978,6.6304947293914855,1.2647674166761569,2.476884569096216,58.69379115395178,190.138770541692,141.67924528301884,5.0806355381420465,0.830901673692741,2211.6648787243093
-29.160278,26.573333,2011-01-11,,,,,,,199.1,0.0,1.434726357460022,1339.0,30.0,1.0,1.0,23.0,74.0,3274.8695652173915,1339,-0.0045075304806232,2729.0,4299.0,0.006923323126202,37.655006408691406,177.37060737609863,15.451350212097168,11,36,7.836520671844482e-05,0.2165891859266493,0.3198795318603515,293.7502562204997,4.651940021954786,0.8084433898084175,2.2199168571454995,0.0404221694904208,2.2234394862949918,89.84853134985826,233.546658259773,128.47414880201765,3.744960412157967,0.1490452808867036,1806.8646252535773
-34.250556,20.9925,2011-01-11,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818,140.2,244.0,1.1528619527816772,31.0,20.0,18.0,5.0,18.0,71.0,5598.808695652174,25,-0.0014881212264299,2093.0,3897.0,0.0179646925199369,25.236385345458984,49.63901138305664,0.0,3,37,2.9802322387695312e-08,0.0721988677978515,0.065527598063151,292.8693154652913,60.507666344483056,0.0,2.841842856922551,0.0591017287464056,0.0942793444459588,14.733127352555146,231.25039419741404,392.0047303689687,0.7221794045718906,0.3528005134811239,2697.1650062386025
-25.45963889,28.26430556,2011-01-11,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,182.8,20.0,1.4932794570922852,1098.0,60.0,3.0,3.0,23.0,64.0,4708.365217391304,1100,-0.0045464131981134,3536.0,6814.0,0.108130797202322,34.687164306640625,112.73875045776369,12.837985038757324,10,38,7.927417755126953e-06,0.2291643354627821,0.3055184682210286,295.164644241333,11.017552198361283,3.125505070164632,3.7980821105798057,0.0348285003667236,2.6932674460055805,56.60701204701893,197.41265344664782,166.9002203336481,2.4660018200356664,0.5492403677397641,2414.952865021691
-25.81048333,27.90955222,2011-01-12,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,164.1,59.0,1.7881311178207395,1184.0,10.0,4.0,4.0,27.0,65.0,4503.834782608696,1180,-0.00453881919384,3735.0,5561.0,0.575407986223411,65.37035369873047,166.35396909713745,13.803717613220217,11,39,4.4703483581542975e-08,0.2199910481770833,0.3023522694905599,293.6231231689453,0.5708685454427433,2.03866708368154,15.923491994176928,0.6099523413735801,2.6080830374056,63.73949764839016,193.08272813388064,212.41237764445853,1.992366696996419,0.4465763208841277,2148.0444859351196
-27.273889,28.49,2011-01-12,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,246.0,1.7181975841522217,1502.0,80.0,13.0,3.0,25.0,64.0,4291.982608695652,1501,-0.0049513559788465,4182.0,5786.0,3.7210003305758073,38.75857162475586,213.7687108516693,0.0,12,40,5.21540641784668e-08,0.3719704945882161,0.4293346405029297,291.575434366862,26.67596200474537,8.10554376831392,0.9942964092386872,1.2241700302882803,1.7828763200141975,61.13715060688607,198.30901077375117,213.2127573677836,3.3741561219382756,0.6830514270110476,2268.338598103915
-27.4275,28.525833,2011-01-12,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778,163.6,257.0,1.6013309955596924,1513.0,40.0,4.0,2.0,25.0,69.0,4727.904347826087,1515,-0.0047529265284538,3792.0,5499.0,0.0129424315236507,23.22248077392578,201.78903818130493,10.522700309753418,14,41,3.725290298461914e-08,0.3761927286783854,0.4276243845621745,291.4964955647786,30.535677441502116,0.0913033145341002,0.1369549718011503,0.0913033145341002,0.2396712006520131,68.90508975697652,178.16071992421848,198.81591411430367,2.2392552661497924,0.2357535784764737,2356.5668977636224
-28.883333,27.89,2011-01-12,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,164.2,114.0,1.6840051412582395,1551.0,10.0,5.0,2.0,24.0,65.0,4027.704347826087,1554,-0.0046192295849323,3839.0,5995.0,11.0631908060835,51.97722625732422,244.3940525054932,21.40306282043457,13,42,1.0266900062561035e-05,0.3333941565619574,0.3738053639729817,290.321772257487,23.61394173371858,18.45334388267624,2.605531693946608,0.7424129502603193,0.8794160656131456,51.85817373920049,156.66316316316315,235.37124569177746,1.4939013785076487,0.7199351762763189,2356.5068507045344
-27.00222,28.76528,2011-01-13,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,161.6,159.0,1.5689311027526855,1497.0,60.0,3.0,2.0,27.0,69.0,3802.8434782608697,1502,-0.0046945791691541,1028.0,1583.0,0.002565612542619,20.202009201049805,169.43177032470703,0.0,14,43,4.634261131286621e-06,0.3695167965359158,0.4026985168457031,292.1111768086751,45.10582569198904,0.0572820026686674,0.0229128010674669,1.778392779322769,0.3460731502405842,52.68951357471144,197.32595637053424,178.169459374012,4.447248443970374,0.3544163243786805,2103.6247591032175
-27.02314,28.59389,2011-01-13,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,118.0,1.5072132349014282,1493.0,50.0,6.0,2.0,29.0,65.0,4170.504347826087,1493,-0.0047178510576486,3807.0,5526.0,2.3364755523128125,25.293851852416992,170.6454792022705,0.0,14,44,4.500150680541992e-06,0.3645509084065755,0.3968175252278645,292.2493604024251,30.30411653121278,5.742696473258023,0.1603615816772743,1.9200267359141212,1.3194119715984818,60.55338670633931,191.65567010309277,170.07147766323024,1.7378320074171831,0.5318441786851765,2162.5479851370437
-30.534167,24.961944,2011-01-13,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,205.0,159.0,0.8907979726791382,1221.0,60.0,3.0,2.0,27.0,73.0,4183.947826086956,1222,-0.00390600040555,2251.0,3941.0,0.0022039841225928,11.987577438354492,69.87609314918518,6.949864864349365,9,45,3.945082426071167e-05,0.2021384769015841,0.25335693359375,295.2233187357585,0.1329005235238269,0.1550506107777981,1.2582552506564677,0.077525305388899,0.95245375192076,85.77968741449415,236.77960214714247,112.70539943163878,3.971127440545157,0.1277691835192314,1580.772029488887
